datetime,cpu,mem
Thu Oct 27 13:34:23 GMT 2022,18,1417501
Thu Oct 27 13:34:24 GMT 2022,4.7,1416966
Thu Oct 27 13:34:25 GMT 2022,4.7,1431705
Thu Oct 27 13:34:27 GMT 2022,4.7,1431979
Thu Oct 27 13:34:28 GMT 2022,4.7,1435394
Thu Oct 27 13:34:29 GMT 2022,4.7,1458853
