datetime,cpu,mem
Thu Oct 27 13:45:08 GMT 2022,5,1404809
Thu Oct 27 13:45:10 GMT 2022,4.4,1336527
Thu Oct 27 13:45:11 GMT 2022,4.4,1442373
Thu Oct 27 13:45:12 GMT 2022,4.4,1411349
Thu Oct 27 13:45:13 GMT 2022,4.4,1411533
Thu Oct 27 13:45:15 GMT 2022,4.4,1413119
Thu Oct 27 13:45:16 GMT 2022,47,1402970
Thu Oct 27 13:45:17 GMT 2022,47,1403449
