datetime,cpu,mem
Thu Oct 27 14:09:18 GMT 2022,42,1434919
Thu Oct 27 14:09:20 GMT 2022,4,1368824
Thu Oct 27 14:09:21 GMT 2022,4,1440124
Thu Oct 27 14:09:22 GMT 2022,4,1440336
Thu Oct 27 14:09:24 GMT 2022,4,1442103
